obs_id,site_id,site_match_confidence,meta_source,study_citation,location_name,lat,lon,country_continent,koppen_geiger,whittaker_biome,climate_class_paperdefined,forest_change_metric,forest_change_submetric,forest_change_value_type,forest_change_value_point,forest_change_value_min,forest_change_value_max,forest_change_value_sd,forest_change_unit,hydro_response_metric,hydro_response_value_type,hydro_response_value_point,hydro_response_value_min,hydro_response_value_max,hydro_response_value_sd,hydro_response_unit,method_analysis,method_forest_change_measurement,method_hydro_response_measurement,watershed_area_km2,precip_mm_yr,spatial_scale,notes_flags,figure_table_source
yang2023_001,,,"Yang et al., 2023","Bosch and Hewlett, 1982","Alum Creek, #2",38.3,-81.8,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-45.0,,,,%,ET,point,-9.1,,,,%,PWE,% cover change (source study),catchment water balance,0.01,1330,,,Table S5
yang2023_002,,,"Yang et al., 2023","Bosch and Hewlett, 1982","Alum Creek, #3",38.3,-81.8,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-19.2,,,,%,PWE,% cover change (source study),catchment water balance,0.01,1330,,,Table S5
yang2023_003,site_araguaia_river,exact,"Yang et al., 2023","Coe et al., 2011",Araguaia River,-15.0,-51.0,South America,Aw,Tropical seasonal forest/savanna,,forest_cover_change,,point,-27.0,,,,%,ET,point,-4.0,,,,%,HM,% cover change (source study),catchment water balance,82632.0,1730,,"possible cross-review match to Zhang et al. 2017 watershed(s) #2 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_004,site_b_berem_1,exact,"Yang et al., 2023","Bruijnzeel, 1990",B. Berem 1,4.3,101.4,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-40.0,,,,%,ET,point,-9.9,,,,%,PWE,% cover change (source study),catchment water balance,0.13,1900,,"possible cross-review match to Zhang et al. 2017 watershed(s) #68 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_005,site_b_berem_2,exact,"Yang et al., 2023","Bruijnzeel, 1990",B. Berem 2,4.3,101.4,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-33.0,,,,%,ET,point,-5.1,,,,%,PWE,% cover change (source study),catchment water balance,0.31,1900,,"possible cross-review match to Zhang et al. 2017 watershed(s) #69 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_006,site_b_kirkton,exact,"Yang et al., 2023","Blackie, 1993",B. Kirkton,55.1,-3.6,Europe,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-20.0,,,,%,ET,point,-45.6,,,,%,PWE,% cover change (source study),catchment water balance,6.85,2354,,"possible cross-review match to Zhang et al. 2017 watershed(s) #70 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_007,site_b_monac,exact,"Yang et al., 2023","Blackie, 1993",B. Monac,56.4,-4.4,Europe,Cfb,Temperate seasonal forest,,forest_cover_change,,point,14.0,,,,%,ET,point,6.9,,,,%,PWE,% cover change (source study),catchment water balance,7.7,2770,,"possible cross-review match to Zhang et al. 2017 watershed(s) #71 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_008,site_bauta,exact,"Yang et al., 2023","Beck et al., 2013",Bauta,18.2,-66.5,North America,Af,Tropical rain forest,,forest_cover_change,,point,10.2,,,,%,ET,point,9.7,,,,%,HM,% cover change (source study),catchment water balance,43.5,2038,,"possible cross-review match to Zhang et al. 2017 watershed(s) #73 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_009,site_be_river_catchment,exact,"Yang et al., 2023","Nguyen Khoi and Suetsugi, 2014",Be River catchment,11.8,107.0,Asia,Aw,Tropical seasonal forest/savanna,,forest_cover_change,,point,-16.3,,,,%,ET,point,-0.3,,,,%,HM,% cover change (source study),catchment water balance,7500.0,2400,,"possible cross-review match to Zhang et al. 2017 watershed(s) #4 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_010,,,"Yang et al., 2023","Hibbert, 1979","Beaver Creek, #3-1",39.6,-106.5,North America,Dfc,Boreal forest,,forest_cover_change,,point,-83.0,,,,%,ET,point,-6.8,,,,%,PWE,% cover change (source study),catchment water balance,1.46,457,,,Table S5
yang2023_011,,,"Yang et al., 2023","Baker, 1986","Beaver Creek, #3-2",39.6,-106.5,North America,Dfc,Boreal forest,,forest_cover_change,,point,-78.0,,,,%,ET,point,-30.4,,,,%,PWE,% cover change (source study),catchment water balance,1.47,426,,,Table S5
yang2023_012,,,"Yang et al., 2023","Fowler et al., 1987","Blue Mountains, #1",45.5,-118.0,North America,Dsb,Boreal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-28.1,,,,%,PWE,% cover change (source study),catchment water balance,0.14,1355,,,Table S5
yang2023_013,,,"Yang et al., 2023","Fowler et al., 1987","Blue Mountains, #2",45.5,-118.0,North America,Dsb,Boreal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-16.4,,,,%,PWE,% cover change (source study),catchment water balance,0.14,1355,,,Table S5
yang2023_014,,,"Yang et al., 2023","Fowler et al., 1987","Blue Mountains, #3",45.5,-118.0,North America,Dsb,Boreal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-11.3,,,,%,PWE,% cover change (source study),catchment water balance,0.14,1355,,,Table S5
yang2023_015,,,"Yang et al., 2023","Tuteja et al., 2007",Bombala,-36.9,149.2,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,28.0,,,,%,ET,point,7.6,,,,%,HM,% cover change (source study),catchment water balance,563.0,783,,,Table S5
yang2023_016,site_c_fm-n,exact,"Yang et al., 2023","Robinson et al., 1991",C. FM-N,48.1,11.5,Europe,Cfb,Temperate seasonal forest,,forest_cover_change,,point,100.0,,,,%,ET,point,25.1,,,,%,PWE,% cover change (source study),catchment water balance,0.03,1410,,"possible cross-review match to Zhang et al. 2017 watershed(s) #86 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_017,site_c_fm-s,exact,"Yang et al., 2023","Robinson et al., 1991",C. FM-S,48.1,11.5,Europe,Cfb,Temperate seasonal forest,,forest_cover_change,,point,100.0,,,,%,ET,point,28.6,,,,%,PWE,% cover change (source study),catchment water balance,0.03,1410,,"possible cross-review match to Zhang et al. 2017 watershed(s) #87 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_018,,,"Yang et al., 2023","Beck et al., 2013",Canovanas,18.3,-65.9,North America,Af,Tropical rain forest,,forest_cover_change,,point,26.9,,,,%,ET,point,4.9,,,,%,HM,% cover change (source study),catchment water balance,26.5,3422,,,Table S5
yang2023_019,,,"Yang et al., 2023","Rich and Thompson, 1974",Castle Creek,34.0,-112.3,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-16.6,,,,%,ET,point,-6.3,,,,%,PWE,% cover change (source study),catchment water balance,3.64,640,,,Table S5
yang2023_020,site_chaohe,exact,"Yang et al., 2023","Wang et al., 2013",Chaohe,41.0,116.5,Asia,Dwa,Temperate seasonal forest,,forest_cover_change,,point,13.9,,,,%,ET,point,2.3,,,,%,"EA, HM",% cover change (source study),catchment water balance,4854.0,480,,"possible cross-review match to Zhang et al. 2017 watershed(s) #6 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_021,,,"Yang et al., 2023","Johnston, 1984",Chicken Creek,40.2,-111.2,North America,Dfc,Boreal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-27.2,,,,%,PWE,% cover change (source study),catchment water balance,0.06,1900,,,Table S5
yang2023_022,site_cold_spring_brook,exact,"Yang et al., 2023","Schneider and Ayer, 1961",Cold Spring Brook,43.0,-76.6,North America,Dfb,Temperate seasonal forest,,forest_cover_change,,point,35.0,,,,%,ET,point,41.5,,,,%,PWE,% cover change (source study),catchment water balance,3.91,1030,,"possible cross-review match to Zhang et al. 2017 watershed(s) #102 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_023,site_columbia_river,exact,"Yang et al., 2023","Matheussen et al., 2000",Columbia River,44.0,-116.0,North America,BSk,Temperate grassland/desert,,forest_cover_change,,point,-21.0,,,,%,ET,point,-9.0,,,,%,HM,% cover change (source study),catchment water balance,567000.0,1200,,"possible cross-review match to Zhang et al. 2017 watershed(s) #7 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_024,,,"Yang et al., 2023","Harrold et al., 1962","Coshocton, #172",40.3,-81.9,North America,Dfa,Temperate seasonal forest,,forest_cover_change,,point,70.0,,,,%,ET,point,20.1,,,,%,PWE,% cover change (source study),catchment water balance,0.18,970,,,Table S5
yang2023_025,,,"Yang et al., 2023","Swank and Miner, 1968","Coweeta, #1",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-15.2,,,,%,PWE,% cover change (source study),catchment water balance,0.16,1730,,,Table S5
yang2023_026,,,"Yang et al., 2023","Johnson and Kovner,1956","Coweeta, #10",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-30.0,,,,%,ET,point,-3.2,,,,%,PWE,% cover change (source study),catchment water balance,0.86,1850,,,Table S5
yang2023_027,,,"Yang et al., 2023","Swift and Swan, 1980","Coweeta, #13",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-35.8,,,,%,PWE,% cover change (source study),catchment water balance,0.16,1900,,,Table S5
yang2023_028,,,"Yang et al., 2023","Swank and Miner, 1968","Coweeta, #17",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-37.3,,,,%,PWE,% cover change (source study),catchment water balance,0.14,1890,,,Table S5
yang2023_029,,,"Yang et al., 2023","Johnson and Kovner, 1956","Coweeta, #19",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-22.0,,,,%,ET,point,-9.1,,,,%,PWE,% cover change (source study),catchment water balance,0.28,2000,,,Table S5
yang2023_030,,,"Yang et al., 2023","Hewlett and Hibbert, 1961","Coweeta, #22",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-24.2,,,,%,PWE,% cover change (source study),catchment water balance,0.34,2070,,,Table S5
yang2023_031,,,"Yang et al., 2023","Hewlett and Douglass, 1968; Douglass and Swank, 1976","Coweeta, #28",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-51.0,,,,%,ET,point,-29.7,,,,%,PWE,% cover change (source study),catchment water balance,1.44,2270,,,Table S5
yang2023_032,,,"Yang et al., 2023","Swank and Douglass, 1974","Coweeta, #3",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-10.6,,,,%,PWE,% cover change (source study),catchment water balance,0.09,1810,,,Table S5
yang2023_033,,,"Yang et al., 2023","Swank and Helvey, 1970; Swift and Swank, 1980","Coweeta, #37",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-39.2,,,,%,PWE,% cover change (source study),catchment water balance,0.44,2240,,,Table S5
yang2023_034,,,"Yang et al., 2023","Johnson and Kovner, 1956","Coweeta, #41",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-53.0,,,,%,ET,point,-7.4,,,,%,PWE,% cover change (source study),catchment water balance,0.29,2030,,,Table S5
yang2023_035,,,"Yang et al., 2023","Swift and Swan, 1980","Coweeta, #6",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-80.0,,,,%,ET,point,-26.2,,,,%,PWE,% cover change (source study),catchment water balance,0.09,1850,,,Table S5
yang2023_036,,,"Yang et al., 2023","Swank et al., 1988","Coweeta, #7",35.1,-83.4,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-38.0,,,,%,PWE,% cover change (source study),catchment water balance,0.59,1825,,,Table S5
yang2023_037,,,"Yang et al., 2023","Harr, 1976","Coyote Creek, #1",44.1,-123.3,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-10.0,,,,%,PWE,% cover change (source study),catchment water balance,0.69,1230,,,Table S5
yang2023_038,,,"Yang et al., 2023","Harr, 1976","Coyote Creek, #2",44.1,-123.3,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-30.0,,,,%,ET,point,-19.8,,,,%,PWE,% cover change (source study),catchment water balance,0.68,1230,,,Table S5
yang2023_039,,,"Yang et al., 2023","Harr, 1976","Coyote Creek, #3",44.1,-123.3,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-60.0,,,,%,PWE,% cover change (source study),catchment water balance,0.5,1230,,,Table S5
yang2023_040,site_cshc,exact,"Yang et al., 2023","Zhang et al., 2008",CSHC,37.5,110.5,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,30.0,,,,%,ET,point,2.1,,,,%,EA,% cover change (source study),catchment water balance,129654.0,441,,"possible cross-review match to Zhang et al. 2017 watershed(s) #9 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_041,,,"Yang et al., 2023","Troendle and King, 1987","Deadhorse Creek, CO",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-36.0,,,,%,ET,point,-22.9,,,,%,PWE,% cover change (source study),catchment water balance,2.7,762,,,Table S5
yang2023_042,,,"Yang et al., 2023","Harr, 1976",Deer Creek,44.3,-122.1,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-25.0,,,,%,ET,point,-26.3,,,,%,PWE,% cover change (source study),catchment water balance,3.03,2480,,,Table S5
yang2023_043,site_dehra_dun,exact,"Yang et al., 2023","Bruijnzeel,1990",Dehra Dun,30.3,78.0,Asia,Cwa,Temperate seasonal forest,,forest_cover_change,,point,100.0,,,,%,ET,point,1.1,,,,%,PWE,% cover change (source study),catchment water balance,0.02,1430,,"possible cross-review match to Zhang et al. 2017 watershed(s) #128 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_044,site_delegate,exact,"Yang et al., 2023","Tuteja et al., 2007",Delegate,-37.0,148.9,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,16.0,,,,%,ET,point,4.4,,,,%,HM,% cover change (source study),catchment water balance,1136.0,859,,"possible cross-review match to Zhang et al. 2017 watershed(s) #10 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_045,,,"Yang et al., 2023","Bent, 2001",Dickey Brook Basin,41.3,-73.9,North America,Dfa,Temperate seasonal forest,,forest_cover_change,,point,-32.0,,,,%,ET,point,-11.0,,,,%,PWE,% cover change (source study),catchment water balance,3.08,1250,,,Table S5
yang2023_046,site_dons,exact,"Yang et al., 2023","Ruprecht and Schofield, 1989",Dons,-37.3,144.6,Oceania,Csb,Woodland/shrubland,,forest_cover_change,,point,-38.0,,,,%,ET,point,-1.4,,,,%,PWE,% cover change (source study),catchment water balance,2.7,800,,"possible cross-review match to Zhang et al. 2017 watershed(s) #131 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_047,site_fajardo,exact,"Yang et al., 2023","Beck et al., 2013",Fajardo,18.3,-65.7,North America,Af,Tropical rain forest,,forest_cover_change,,point,19.6,,,,%,ET,point,6.8,,,,%,HM,% cover change (source study),catchment water balance,39.3,2875,,"possible cross-review match to Zhang et al. 2017 watershed(s) #132 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_048,,,"Yang et al., 2023","Reinhart et al., 1963; Kochenderfer et al., 1990","Fernow, WV #1",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-85.0,,,,%,ET,point,-13.8,,,,%,PWE,% cover change (source study),catchment water balance,0.3,1520,,,Table S5
yang2023_049,,,"Yang et al., 2023","Patric, 1980; Kochenderfer et al., 1990","Fernow, WV #2",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-36.0,,,,%,ET,point,-7.6,,,,%,PWE,% cover change (source study),catchment water balance,0.15,1500,,,Table S5
yang2023_050,,,"Yang et al., 2023","Reinhart et al., 1963","Fernow, WV #3-1",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-13.0,,,,%,ET,point,-0.9,,,,%,PWE,% cover change (source study),catchment water balance,0.34,1500,,,Table S5
yang2023_051,,,"Yang et al., 2023","Patric, 1971, 1980","Fernow, WV #3-3",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-91.0,,,,%,ET,point,-28.4,,,,%,PWE,% cover change (source study),catchment water balance,0.34,1500,,,Table S5
yang2023_052,,,"Yang et al., 2023","Reinhart et al., 1963","Fernow, WV #5-2",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-20.0,,,,%,ET,point,-5.1,,,,%,PWE,% cover change (source study),catchment water balance,0.36,1470,,,Table S5
yang2023_053,,,"Yang et al., 2023","Kochenderfer et al., 1990","Fernow, WV #6",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-28.3,,,,%,PWE,% cover change (source study),catchment water balance,0.22,1440,,,Table S5
yang2023_054,,,"Yang et al., 2023","Kochenderfer et al., 1990","Fernow, WV #7",39.1,-79.7,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-22.8,,,,%,PWE,% cover change (source study),catchment water balance,0.24,1470,,,Table S5
yang2023_055,site_flamisell,exact,"Yang et al., 2023","Buendia et al., 2016a",Flamisell,42.4,1.0,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,15.0,,,,%,ET,point,19.0,,,,%,EA,% cover change (source study),catchment water balance,345.0,1050,,"possible cross-review match to Zhang et al. 2017 watershed(s) #150 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_056,site_fool_creek_co-1,exact,"Yang et al., 2023","Troendle and King, 1985","Fool Creek, CO-1",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-40.0,,,,%,ET,point,-30.6,,,,%,PWE,% cover change (source study),catchment water balance,2.89,760,,"possible cross-review match to Zhang et al. 2017 watershed(s) #151 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_057,site_fool_creek_co-2,exact,"Yang et al., 2023","Troendle and King, 1985","Fool Creek, CO-2",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-40.0,,,,%,ET,point,-33.8,,,,%,PWE,% cover change (source study),catchment water balance,2.89,635,,"possible cross-review match to Zhang et al. 2017 watershed(s) #152 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_058,site_fool_creek_co-3,exact,"Yang et al., 2023","Alexander et al., 1985","Fool Creek, CO-3",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-83.0,,,,%,ET,point,-13.3,,,,%,PWE,% cover change (source study),catchment water balance,2.89,712,,"possible cross-review match to Zhang et al. 2017 watershed(s) #153 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_059,site_fraser_forest_co-1,exact,"Yang et al., 2023","Alexander et al., 1985","Fraser Forest, CO-1",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-66.0,,,,%,ET,point,-12.6,,,,%,PWE,% cover change (source study),catchment water balance,2.89,712,,"possible cross-review match to Zhang et al. 2017 watershed(s) #156 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_060,site_fraser_forest_co-2,exact,"Yang et al., 2023","Alexander et al., 1985","Fraser Forest, CO-2",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-6.5,,,,%,PWE,% cover change (source study),catchment water balance,2.89,712,,"possible cross-review match to Zhang et al. 2017 watershed(s) #157 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_061,site_frazer_colo_usa_fool_creek,exact,"Yang et al., 2023","Alexander and Watkins,1977; Andeassian, 2004","Frazer. Colo, USA, Fool Creek",40.0,-105.8,North America,Dfc,Boreal forest,,forest_cover_change,,point,-40.0,,,,%,ET,point,-30.7,,,,%,PWE,% cover change (source study),catchment water balance,2.89,762,,"possible cross-review match to Zhang et al. 2017 watershed(s) #158 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_062,,,"Yang et al., 2023","Beck et al., 2013",Grande de Loiza,18.2,-66.0,North America,Af,Tropical rain forest,,forest_cover_change,,point,28.7,,,,%,ET,point,0.8,,,,%,HM,% cover change (source study),catchment water balance,233.0,1963,,,Table S5
yang2023_063,,,"Yang et al., 2023","Beck et al., 2013",Grande de Manati,18.3,-66.5,North America,Af,Tropical rain forest,,forest_cover_change,,point,20.9,,,,%,ET,point,17.8,,,,%,HM,% cover change (source study),catchment water balance,346.0,2004,,,Table S5
yang2023_064,site_grande_de_patillas,exact,"Yang et al., 2023","Beck et al., 2013",Grande de Patillas,18.0,-66.0,North America,Am,Tropical rain forest,,forest_cover_change,,point,22.8,,,,%,ET,point,34.8,,,,%,HM,% cover change (source study),catchment water balance,46.3,1720,,"possible cross-review match to Zhang et al. 2017 watershed(s) #163 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_065,,,"Yang et al., 2023","Hewlett, 1979","Grant Forest, #18",33.7,-84.3,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-33.9,,,,%,PWE,% cover change (source study),catchment water balance,0.33,1220,,,Table S5
yang2023_066,site_gushan,exact,"Yang et al., 2023","Zhang et al., 2008",Gushan,39.0,110.9,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,19.0,,,,%,ET,point,4.9,,,,%,EA,% cover change (source study),catchment water balance,1304.0,433,,"possible cross-review match to Zhang et al. 2017 watershed(s) #13 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_067,site_hanjiang,exact,"Yang et al., 2023","Wang et al., 2012",Hanjiang,32.0,110.0,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,17.4,,,,%,ET,point,0.5,,,,%,HM,% cover change (source study),catchment water balance,159000.0,871,,"possible cross-review match to Zhang et al. 2017 watershed(s) #14 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_068,site_hansen,exact,"Yang et al., 2023","Ruprecht et al., 1991",Hansen,-37.8,144.9,Oceania,Csb,Woodland/shrubland,,forest_cover_change,,point,-75.0,,,,%,ET,point,-17.1,,,,%,PWE,% cover change (source study),catchment water balance,0.8,1200,,"possible cross-review match to Zhang et al. 2017 watershed(s) #167 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_069,site_hf1,exact,"Yang et al., 2023","Boggs et al., 2016",HF1,36.2,78.9,Asia,BWk (flagged — see note),Desert (flagged — see note),,forest_cover_change,,point,-92.0,,,,%,ET,point,-19.0,,,,%,PWE,% cover change (source study),catchment water balance,0.12,1220,,"coordinates (36.2, 78.9) fall in arid Tibetan-Plateau-margin China, implausible for this forested catchment study - used as listed but flagged as likely erroneous; possible cross-review match to Zhang et al. 2017 watershed(s) #168 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_070,site_hfw1,exact,"Yang et al., 2023","Boggs et al., 2016",HFW1,36.2,78.9,Asia,BWk (flagged — see note),Desert (flagged — see note),,forest_cover_change,,point,-33.0,,,,%,ET,point,-6.8,,,,%,PWE,% cover change (source study),catchment water balance,0.29,1220,,"coordinates (36.2, 78.9) fall in arid Tibetan-Plateau-margin China, implausible for this forested catchment study - used as listed but flagged as likely erroneous; possible cross-review match to Zhang et al. 2017 watershed(s) #170 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_071,,,"Yang et al., 2023","Harr, 1976; Harr et al., 1979","HJ Andrew, #10",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-43.0,,,,%,PWE,% cover change (source study),catchment water balance,0.09,2330,,,Table S5
yang2023_072,,,"Yang et al., 2023","Harr, 1976; Harr et al., 1979","HJ Andrew, #1",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-41.3,,,,%,PWE,% cover change (source study),catchment water balance,0.96,2388,,,Table S5
yang2023_073,,,"Yang et al., 2023","Harr, 1976; Harr et al., 1979","HJ Andrew, #3",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-30.0,,,,%,ET,point,-20.9,,,,%,PWE,% cover change (source study),catchment water balance,1.01,2388,,,Table S5
yang2023_074,,,"Yang et al., 2023","Harr, 1976; Harr et al., 1979","HJ Andrew, #6",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-37.4,,,,%,PWE,% cover change (source study),catchment water balance,0.13,2150,,,Table S5
yang2023_075,,,"Yang et al., 2023","Harr, 1976; Harr et al., 1979","HJ Andrew, #7",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-60.0,,,,%,ET,point,-20.5,,,,%,PWE,% cover change (source study),catchment water balance,0.21,2150,,,Table S5
yang2023_076,,,"Yang et al., 2023","Rothacher, 1970","HJ Andrews, #1",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-45.7,,,,%,PWE,% cover change (source study),catchment water balance,0.96,2390,,,Table S5
yang2023_077,,,"Yang et al., 2023","Harr, 1976","HJ Andrews, #10",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-58.8,,,,%,PWE,% cover change (source study),catchment water balance,0.09,2330,,,Table S5
yang2023_078,,,"Yang et al., 2023","Harr, 1976","HJ Andrews, #3",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-30.0,,,,%,ET,point,-28.6,,,,%,PWE,% cover change (source study),catchment water balance,1.01,2390,,,Table S5
yang2023_079,,,"Yang et al., 2023","Harr, 1976","HJ Andrews, #6",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-49.4,,,,%,PWE,% cover change (source study),catchment water balance,0.13,2150,,,Table S5
yang2023_080,,,"Yang et al., 2023","Harr, 1976","HJ Andrews, #7",44.2,-122.2,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-60.0,,,,%,ET,point,-27.9,,,,%,PWE,% cover change (source study),catchment water balance,0.21,2150,,,Table S5
yang2023_081,site_huangfu,exact,"Yang et al., 2023","Zhang et al., 2008",Huangfu,39.7,111.0,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,20.0,,,,%,ET,point,4.7,,,,%,EA,% cover change (source study),catchment water balance,3211.0,394,,"possible cross-review match to Zhang et al. 2017 watershed(s) #15 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_082,,,"Yang et al., 2023","Hornbeck et al., 1970","Hubbard Brook, N H #2",44.0,-71.8,North America,Dfb,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-67.4,,,,%,PWE,% cover change (source study),catchment water balance,0.16,1219,,,Table S5
yang2023_083,,,"Yang et al., 2023","Beck et al., 2013",Inabon,18.1,-66.6,North America,Af,Tropical rain forest,,forest_cover_change,,point,54.3,,,,%,ET,point,20.6,,,,%,HM,% cover change (source study),catchment water balance,24.5,1781,,,Table S5
yang2023_084,site_jackwood,exact,"Yang et al., 2023","Cornish and Vertessy, 2001",Jackwood,-32.6,152.0,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-79.0,,,,%,ET,point,-3.5,,,,%,PWE,% cover change (source study),catchment water balance,0.13,1485,,"possible cross-review match to Zhang et al. 2017 watershed(s) #182 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
