obs_id,site_id,site_match_confidence,meta_source,study_citation,location_name,lat,lon,country_continent,koppen_geiger,whittaker_biome,climate_class_paperdefined,forest_change_metric,forest_change_submetric,forest_change_value_type,forest_change_value_point,forest_change_value_min,forest_change_value_max,forest_change_value_sd,forest_change_unit,hydro_response_metric,hydro_response_value_type,hydro_response_value_point,hydro_response_value_min,hydro_response_value_max,hydro_response_value_sd,hydro_response_unit,method_analysis,method_forest_change_measurement,method_hydro_response_measurement,watershed_area_km2,precip_mm_yr,spatial_scale,notes_flags,figure_table_source
zhang2017_215,,,"Zhang et al., 2017",O’Shaughnessy et al. (1979); Watson et al. (2001),Monda 3,,,,,,,forest_cover_change,,point,75,,,,%,runoff,point,97,,,,%,PWE,% cover change (source study),catchment water balance,0.73,1763,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_216,,,"Zhang et al., 2017","Buytaert et al.,2007",MP1,,,,,,,forest_cover_change,,point,90,,,,%,runoff,point,-50,,,,%,PWE,% cover change (source study),catchment water balance,0.63,939,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_217,,,"Zhang et al., 2017","Iroumé and Palacios,2013",Muco,,,,,,,forest_cover_change,,point,9,,,,%,runoff,point,0,,,,%,SH,% cover change (source study),catchment water balance,650,1700,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_218,site_mulchén,exact,"Zhang et al., 2017","Iroumé and Palacios,2013",Mulchén,-38.0,-72.0,South America,Csb,Temperate rain forest,,forest_cover_change,,point,50,,,,%,runoff,point,-25.5,,,,%,SH,% cover change (source study),catchment water balance,434,1597,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #110, Mulchén) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_219,,,"Zhang et al., 2017",O’Shaughnessy et al. (1979); Watson et al. (2001),Myrtle 4,,,,,,,forest_cover_change,,point,74,,,,%,runoff,point,38,,,,%,PWE,% cover change (source study),catchment water balance,0.305,1590,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_220,,,"Zhang et al., 2017","Hibbert ,1979",N. Fork,,,,,,,forest_cover_change,,point,-32,,,,%,runoff,point,59.3,,,,%,PWE,% cover change (source study),catchment water balance,1,810,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_221,,,"Zhang et al., 2017","Hibbert ,1979","N. Creek, Babinda, Queensland",,,,,,,forest_cover_change,,point,-67,,,,%,runoff,point,10.2,,,,%,PWE,% cover change (source study),catchment water balance,0.183,4239,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_222,,,"Zhang et al., 2017","Troendle and King,1988",N. Fork-1,,,,,,,forest_cover_change,,point,-36,,,,%,runoff,point,69.8,,,,%,PWE,% cover change (source study),catchment water balance,0.41,810,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_223,,,"Zhang et al., 2017","Troende and King ,1994",N. Fork-2,,,,,,,forest_cover_change,,point,-40,,,,%,runoff,point,55.8,,,,%,PWE,% cover change (source study),catchment water balance,0.41,810,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_224,,,"Zhang et al., 2017","Bi et al,2009",Nanxiaohe Catchment,,,,,,,forest_cover_change,,point,40,,,,%,runoff,point,-49.6,,,,%,PWE,% cover change (source study),catchment water balance,36.3,523.38,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_225,,,"Zhang et al., 2017","Hibbert,1971,1979;","Natural DRDages, Ariz., U.S.A, A",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,0.05,452,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_226,,,"Zhang et al., 2017","Hibbert et al.,1975","Natural DRDages, Ariz., U.S.A, C",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,30.2,,,,%,PWE,% cover change (source study),catchment water balance,0.05,452,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_227,,,"Zhang et al., 2017","Stednick ,1996","Needle Branch, OR",,,,,,,forest_cover_change,,point,-82,,,,%,runoff,point,32.6,,,,%,PWE,% cover change (source study),catchment water balance,0.71,2480,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_228,site_nilgiri,exact,"Zhang et al., 2017","Samaraj et al. ,1988",Nilgiri,11.5,76.6,Asia,Cwb,Tropical seasonal forest/savanna,,forest_cover_change,,point,59,,,,%,runoff,point,-15.8,,,,%,PWE,% cover change (source study),catchment water balance,0.318,1535,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #112, Nilgiri) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_229,,,"Zhang et al., 2017","Mahat et al.,2016",North York,,,,,,,forest_cover_change,,point,0.2,,,,%,runoff,point,0,,,,%,"QPW, EA",% cover change (source study),catchment water balance,8.29,1116,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_230,site_oleolega_catchment,exact,"Zhang et al., 2017","Waterloo et al.,2007",Oleolega catchment,-17.8,177.4,Oceania,Af,Tropical rain forest,,forest_cover_change,,point,90,,,,%,runoff,point,50,,,,%,HM,% cover change (source study),catchment water balance,0.63,1867,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #115, Oleolega catchment) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_231,site_olius_in_cardener,exact,"Zhang et al., 2017","Gallart et al.,2011",Olius in Cardener,41.7,1.4,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,22,,,,%,runoff,point,-21,,,,%,HM,% cover change (source study),catchment water balance,256,839,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #116, Olius in Cardener) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_232,,,"Zhang et al., 2017","Rothacher, 1970","Ouachita, OK WS #10",,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,30.9,,,,%,PWE,% cover change (source study),catchment water balance,0.0574,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_233,,,"Zhang et al., 2017","Harr,1976; Harr et al. ,1979, 1982","Ouachita, OK WS #12",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,45.5,,,,%,PWE,% cover change (source study),catchment water balance,0.0591,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_234,,,"Zhang et al., 2017","Harr,1976; Harr et al.,1979, 1982","Ouachita, OK WS #14",,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,33.8,,,,%,PWE,% cover change (source study),catchment water balance,0.0435,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_235,,,"Zhang et al., 2017","Harr,1976; Harr et al., 1979","Ouachita, OK WS #15",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,31.7,,,,%,PWE,% cover change (source study),catchment water balance,0.0511,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_236,,,"Zhang et al., 2017","Lewis,1968","Ouachita, OK WS #17",,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,23.1,,,,%,PWE,% cover change (source study),catchment water balance,0.0415,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_237,,,"Zhang et al., 2017","Harr, 1976; Harr et al. ,1979","Ouachita, OK WS #11",,,,,,,forest_cover_change,,point,0,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,0.0493,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_238,,,"Zhang et al., 2017","Rowe,1963","Ouachita, OK WS #18",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,18.5,,,,%,PWE,% cover change (source study),catchment water balance,0.0408,1317,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_239,,,"Zhang et al., 2017","Webb and Jarrett,2013",Peppermint,,,,,,,forest_cover_change,,point,-20,,,,%,runoff,point,49.3,,,,%,PWE,% cover change (source study),catchment water balance,1.275,906,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_240,,,"Zhang et al., 2017","Webb and Jarrett,2013",Peppermint,,,,,,,forest_cover_change,,point,-39,,,,%,runoff,point,49,,,,%,PWE,% cover change (source study),catchment water balance,1.285,906,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_241,,,"Zhang et al., 2017","Bren et al., 2010",Picaninny Creek,,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,36,,,,%,PWE,% cover change (source study),catchment water balance,0.528,1330,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_242,site_pine_tree_branch,exact,"Zhang et al., 2017","T V.A, 1961",Pine Tree Branch,35.6,-88.8,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-75,,,,%,runoff,point,59.6,,,,%,PWE,% cover change (source study),catchment water balance,0.35,1230,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #117, Pine Tree Branch) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_243,,,"Zhang et al., 2017","Lewis,1968","Placer County, CA, USA,WS C",,,,,,,forest_cover_change,,point,-99,,,,%,runoff,point,106.2,,,,%,PWE,% cover change (source study),catchment water balance,0.05,635,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_244,,,"Zhang et al., 2017","Beck et al.,2013",Portugues ´,,,,,,,forest_cover_change,,point,50.9,,,,%,runoff,point,7.7,,,,%,HM,% cover change (source study),catchment water balance,22.9,1875,small,precip data source type (per Zhang appendix): MD,Appendix A Table A1
zhang2017_245,,,"Zhang et al., 2017","Iroumé and Palacios,2013",Quepe,,,,,,,forest_cover_change,,point,1.6,,,,%,runoff,point,0,,,,%,SH,% cover change (source study),catchment water balance,386,1700,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_246,,,"Zhang et al., 2017","Iroumé and Palacios,2013",Quillén,,,,,,,forest_cover_change,,point,11.1,,,,%,runoff,point,0,,,,%,SH,% cover change (source study),catchment water balance,734,1700,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_247,,,"Zhang et al., 2017","Wu et al.,2007",R´ıo Fajardo,,,,,,,forest_cover_change,,point,12,,,,%,runoff,point,-15,,,,%,HM,% cover change (source study),catchment water balance,40,2908,small,precip data source type (per Zhang appendix): SG,Appendix A Table A1
zhang2017_248,,,"Zhang et al., 2017","Webb and Kathuria, 2012",Red Hill,,,,,,,forest_cover_change,,point,100,,,,%,runoff,point,-103.3,,,,%,PWE,% cover change (source study),catchment water balance,1.95,773,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_249,site_ribera_salada,exact,"Zhang et al., 2017","Buendia et al.,2016b",Ribera Salada,42.0,1.4,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,18.46153846,,,,%,runoff,point,-24,,,,%,HM,% cover change (source study),catchment water balance,65,620,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #120, Ribera Salada) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_250,site_rimbaud,exact,"Zhang et al., 2017","Lavabre et al.,1993",Rimbaud,43.2,6.3,Europe,Csa,Woodland/shrubland,,forest_cover_change,,point,-85,,,,%,runoff,point,23.6,,,,%,PWE,% cover change (source study),catchment water balance,1.4,1164,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #121, Rimbaud) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_251,,,"Zhang et al., 2017","Bosch, 1982",S. Fork,,,,,,,forest_cover_change,,point,-45,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,1,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_252,site_s_tekama,exact,"Zhang et al., 2017","Bruijnzeel,1990",S. TekamA,4.0,102.3,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-100,,,,%,runoff,point,117,,,,%,PWE,% cover change (source study),catchment water balance,0.377,1880,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #123, S. TekamA) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_253,site_s_tekamb,exact,"Zhang et al., 2017","Bruijnzeel,1990",S. TekamB,4.0,102.3,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-60,,,,%,runoff,point,85.3,,,,%,PWE,% cover change (source study),catchment water balance,0.592,1880,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #124, S. TekamB) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_254,,,"Zhang et al., 2017","Bruijnzeel,1990",Sambret,,,,,,,forest_cover_change,,point,54,,,,%,runoff,point,27.7,,,,%,PWE,% cover change (source study),catchment water balance,7,2130,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_255,,,"Zhang et al., 2017","Harris,1973, 1977 , Harr , 1976","San Dimas, CA",,,,,,,forest_cover_change,,point,-1.7,,,,%,runoff,point,9.4,,,,%,PWE,% cover change (source study),catchment water balance,3.54,650,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_256,,,"Zhang et al., 2017","Bart and Hope,2010",Santa Paula,,,,,,,forest_cover_change,,point,-71,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,104,680,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_257,,,"Zhang et al., 2017","Bart and Hope,2010",Sespe,,,,,,,forest_cover_change,,point,-40,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,130,707,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_258,,,"Zhang et al., 2017","Robinson and Dupeyrat, 2005",Severn,,,,,,,forest_cover_change,,point,-32,,,,%,runoff,point,2.5,,,,%,PWE,% cover change (source study),catchment water balance,8.7,2500,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_259,,,"Zhang et al., 2017","Brown et al., 2005",Shacklam Brook,,,,,,,forest_cover_change,,point,58,,,,%,runoff,point,20.7,,,,%,PWE,% cover change (source study),catchment water balance,8.08,1030,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_260,,,"Zhang et al., 2017","Hibbert, 1979","Sierra Ancha, Ariz., U.S.A.:North Fork, Workman Creek",,,,,,,forest_cover_change,,point,-32,,,,%,runoff,point,59.3,,,,%,PWE,% cover change (source study),catchment water balance,1,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_261,,,"Zhang et al., 2017","Keppeler and Ziemer, 1990",South Forks of Caspar Creek,,,,,,,forest_cover_change,,point,-67,,,,%,runoff,point,15,,,,%,PWE,% cover change (source study),catchment water balance,4.24,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_262,site_south_york,exact,"Zhang et al., 2017","Mahat et al.,2016",South York,49.8,-113.2,North America,Dfb,Boreal forest,,forest_cover_change,,point,-53,,,,%,runoff,point,15,,,,%,"QPW, EA",% cover change (source study),catchment water balance,3.59,1220,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #128, South York) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_263,,,"Zhang et al., 2017","Kabeya et al.,2016",Srk2 Sarukawa Experimental Watershed,,,,,,,forest_cover_change,,point,-43,,,,%,runoff,point,19.5,,,,%,PWE,% cover change (source study),catchment water balance,9.2,3046,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_264,,,"Zhang et al., 2017","Alexander et al., 1985","St. Louis Creek, CO-1",,,,,,,forest_cover_change,,point,-13,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,2.89,712,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_265,site_st_louis_creek_co-2,exact,"Zhang et al., 2017","Alexander et al., 1985","St. Louis Creek, CO-2",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-100,,,,%,runoff,point,31.1,,,,%,PWE,% cover change (source study),catchment water balance,2.89,712,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #129, St. Louis Creek, CO-2) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_266,,,"Zhang et al., 2017","Mahat et al.,2016",Star Creek,,,,,,,forest_cover_change,,point,0,,,,%,runoff,point,0,,,,%,"QPW, EA",% cover change (source study),catchment water balance,10.59,754,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_267,site_starvation_creek,exact,"Zhang et al., 2017","Zhou et al., 2015",Starvation Creek,-37.6,146.1,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-84.1,,,,%,runoff,point,32.6,,,,%,PWE,% cover change (source study),catchment water balance,31.47,1604,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #130, Starvation Creek) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_268,,,"Zhang et al., 2017","Webb and Jarrett,2013",Stringybark,,,,,,,forest_cover_change,,point,-36,,,,%,runoff,point,50,,,,%,PWE,% cover change (source study),catchment water balance,1.4,906,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_269,site_swartbos,exact,"Zhang et al., 2017","Scott ,1993",Swartbos.,-34.0,18.9,Africa,Csb,Woodland/shrubland,,forest_cover_change,,point,-100,,,,%,runoff,point,7.5,,,,%,PWE,% cover change (source study),catchment water balance,1.8,2270,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #131, Swartbos) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_270,,,"Zhang et al., 2017","Brown et al., 2005",Ta kaxagawa Shozawa,,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,11.2,,,,%,PWE,% cover change (source study),catchment water balance,1.18,2153,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_271,,,"Zhang et al., 2017","Beck et al.,2013",Tanama ´,,,,,,,forest_cover_change,,point,42.7,,,,%,runoff,point,-4.7,,,,%,HM,% cover change (source study),catchment water balance,47.1,2102,small,precip data source type (per Zhang appendix): MD,Appendix A Table A1
zhang2017_272,,,"Zhang et al., 2017","Robinson and Dupeyrat, 2005",Tanllwyth,,,,,,,forest_cover_change,,point,-49,,,,%,runoff,point,3.5,,,,%,PWE,% cover change (source study),catchment water balance,0.89,2500,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_273,,,"Zhang et al., 2017","Gottfried, 1991",Thomas Cr. AZ,,,,,,,forest_cover_change,,point,-34,,,,%,runoff,point,14,,,,%,PWE,% cover change (source study),catchment water balance,2.27,768,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_274,site_thomson,exact,"Zhang et al., 2017","Borg et at. , 1988",Thomson,-37.8,146.3,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,70,,,,%,runoff,point,-55.3,,,,%,SH,% cover change (source study),catchment water balance,1.964,950,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #139, Thomson) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_275,,,"Zhang et al., 2017","Ingebo,1974; Hibbert et al,1975","Three Bar, Artz, USA, B",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,272.7,,,,%,PWE,% cover change (source study),catchment water balance,0.19,582,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_276,,,"Zhang et al., 2017","Hibbert ,1971,1979; Hibbert and Ingebo,1971;","Three Bar, Artz, USA, C",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,227.6,,,,%,PWE,% cover change (source study),catchment water balance,0.39,638,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_277,,,"Zhang et al., 2017","Hibbert,1967,1969,1971,1979; Hibbert et al., 1975","Three Bar, Artz, USA, F",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,225,,,,%,PWE,% cover change (source study),catchment water balance,0.28,681,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_278,,,"Zhang et al., 2017","Brown et al., 2005",Tierkloo,,,,,,,forest_cover_change,,point,36,,,,%,runoff,point,-11.8,,,,%,PWE,% cover change (source study),catchment water balance,1.57,1809,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_279,site_treated_a,exact,"Zhang et al., 2017","Webb, 2009",Treated A,-33.5,149.0,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-43.2,,,,%,runoff,point,35.3,,,,%,PWE,% cover change (source study),catchment water balance,0.553,1080,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #144, Treated A) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_280,site_treated_b,probable,"Zhang et al., 2017","Webb, 2009",Treated B,-33.5,149.0,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-40.3,,,,%,runoff,point,82.7,,,,%,PWE,% cover change (source study),catchment water balance,0.554,1080,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #145, Treated B) - confidence=probable, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_281,,,"Zhang et al., 2017","Winkler et al.,2015",Upper Penticton Creek - 241 creeks,,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,6,,,,%,PWE,% cover change (source study),catchment water balance,5,750,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_282,,,"Zhang et al., 2017","Winkler et al.,2015",Upper Penticton Creek - 242 creeks,,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,5,750,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_283,site_valenciano,exact,"Zhang et al., 2017","Beck et al.,2013",Valenciano,18.2,-65.9,North America,Af,Tropical rain forest,,forest_cover_change,,point,16.5,,,,%,runoff,point,-18.3,,,,%,HM,% cover change (source study),catchment water balance,41.5,2039,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #147, Valenciano) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): MD",Appendix A Table A1
zhang2017_284,,,"Zhang et al., 2017","Ide et al.,2013",Välipuro,,,,,,,forest_cover_change,,point,-9,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,0.54,564,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_285,site_vez_river,exact,"Zhang et al., 2017","Carvalho-Santos et al.,2015",Vez River,41.9,-8.4,Europe,Csb,Temperate seasonal forest,,forest_cover_change,,point,55.5,,,,%,runoff,point,-7,,,,%,HM,% cover change (source study),catchment water balance,252,1500,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #148, Vez River) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_286,,,"Zhang et al., 2017","Scott,1993",VI H020,,,,,,,forest_cover_change,,point,27,,,,%,runoff,point,-22.1,,,,%,PWE,% cover change (source study),catchment water balance,1.32,838,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_287,,,"Zhang et al., 2017","Ganatsios and Tsioras,2010","W2,Taxiarhis University Forest",,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,4.6,,,,%,PWE,% cover change (source study),catchment water balance,19.46,756,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_288,,,"Zhang et al., 2017","Ganatsios and Tsioras,2010","W3b,Taxiarhis University Forest",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,9.7,,,,%,PWE,% cover change (source study),catchment water balance,8.25,756,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_289,,,"Zhang et al., 2017","Ganatsios and Tsioras,2010","W4a,Taxiarhis University Forest",,,,,,,forest_cover_change,,point,-100,,,,%,runoff,point,9.7,,,,%,PWE,% cover change (source study),catchment water balance,7.7,756,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_290,,,"Zhang et al., 2017","Ganatsios and Tsioras,2010","W4b,Taxiarhis University Forest",,,,,,,forest_cover_change,,point,-50,,,,%,runoff,point,4.6,,,,%,PWE,% cover change (source study),catchment water balance,8.64,756,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_291,site_wagon_wheel_gap_co-1,exact,"Zhang et al., 2017","VanHaveren,1988","Wagon Wheel Gap, CO-1",37.8,-106.8,North America,Dfb,Boreal forest,,forest_cover_change,,point,-100,,,,%,runoff,point,15.9,,,,%,PWE,% cover change (source study),catchment water balance,0.81,544,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #149, Wagon Wheel Gap, CO-1) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_292,site_wagon_wheel_gap_co-2,exact,"Zhang et al., 2017","Bates and Henry ,1928","Wagon Wheel Gap, CO-2",37.8,-106.8,North America,Dfb,Boreal forest,,forest_cover_change,,point,-100,,,,%,runoff,point,29.9,,,,%,PWE,% cover change (source study),catchment water balance,0.81,536,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #150, Wagon Wheel Gap, CO-2) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_293,site_weicheng_river_catchment,exact,"Zhang et al., 2017","Zhang et al.,2015",Weicheng River catchment,31.7,105.5,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,10,,,,%,runoff,point,-0.7,,,,%,HM,% cover change (source study),catchment water balance,249,910,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #151, Weicheng River catchment) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_294,,,"Zhang et al., 2017","T. V.A ,1961",White Hollow,,,,,,,forest_cover_change,,point,-34,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,6.94,1184,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_295,,,"Zhang et al., 2017","Brown et al., 2005","White Spar, Ariz., U.S.A, B",,,,,,,forest_cover_change,,point,-15,,,,%,runoff,point,38.2,,,,%,PWE,% cover change (source study),catchment water balance,1,549,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_296,,,"Zhang et al., 2017","Stednick,1996","White Spar, AZ WS b",,,,,,,forest_cover_change,,point,-20,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,1,550,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
